measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Europe & Central Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,1999,0.007089132774218555,0.007320757585353814,0.006880127199446134
Deaths,Europe & Central Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,1999,0.003918674234571005,0.004065901844060005,0.00378786034910059
Deaths,Europe & Central Asia - WB,Male,25 to 29,Opioid use disorders,Percent,1999,0.034184888108101344,0.03610606974487037,0.03246875100007675
Deaths,Europe & Central Asia - WB,Female,25 to 29,Opioid use disorders,Percent,1999,0.016661736953549812,0.01758940500806785,0.015833811763473874
Deaths,Europe & Central Asia - WB,Male,30 to 34,Opioid use disorders,Percent,1999,0.02707392789746205,0.02874300979119971,0.02565185746154671
Deaths,Europe & Central Asia - WB,Female,30 to 34,Opioid use disorders,Percent,1999,0.012194398058322103,0.012899166261491415,0.011616005636787215
Deaths,Europe & Central Asia - WB,Male,35 to 39,Opioid use disorders,Percent,1999,0.01488166452381797,0.015692272933802247,0.014171050503741284
Deaths,Europe & Central Asia - WB,Female,35 to 39,Opioid use disorders,Percent,1999,0.007575370697624969,0.008013314831915344,0.007224331833297864
Deaths,Europe & Central Asia - WB,Male,40 to 44,Opioid use disorders,Percent,1999,0.007448906167248583,0.007908466070689922,0.007012610455689073
Deaths,Europe & Central Asia - WB,Female,40 to 44,Opioid use disorders,Percent,1999,0.004478767749297604,0.004726697591405114,0.0042440245797821675
Deaths,Europe & Central Asia - WB,Male,45 to 49,Opioid use disorders,Percent,1999,0.0042005927137896614,0.004526493115990593,0.003913225390269851
Deaths,Europe & Central Asia - WB,Female,45 to 49,Opioid use disorders,Percent,1999,0.0029314818811162777,0.003118941086944398,0.0027660726798813895
Deaths,Europe & Central Asia - WB,Male,50 to 54,Opioid use disorders,Percent,1999,0.0025460581045716195,0.0027397193553598638,0.002367386589329517
Deaths,Europe & Central Asia - WB,Female,50 to 54,Opioid use disorders,Percent,1999,0.0023530695444510794,0.00250044463240406,0.0022300573764641976
Deaths,Europe & Central Asia - WB,Male,55 to 59,Opioid use disorders,Percent,1999,0.001608852913578329,0.0017666737668657632,0.0014820835656137149
Deaths,Europe & Central Asia - WB,Female,55 to 59,Opioid use disorders,Percent,1999,0.0015797842849826977,0.0016879146775428207,0.001486806073121174
Deaths,Europe & Central Asia - WB,Male,60 to 64,Opioid use disorders,Percent,1999,0.000998831193238213,0.0010858035456479656,0.0009270020573129705
Deaths,Europe & Central Asia - WB,Female,60 to 64,Opioid use disorders,Percent,1999,0.0009348658057325398,0.0009980397156406939,0.0008835709149928816
Deaths,Europe & Central Asia - WB,Male,65 to 69,Opioid use disorders,Percent,1999,0.0005476056029895636,0.0005796890841142406,0.0005200322322355804
Deaths,Europe & Central Asia - WB,Female,65 to 69,Opioid use disorders,Percent,1999,0.0005429981062050581,0.0005704614701456021,0.0005170625307582554
Deaths,Middle East & North Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,2000,0.0020807923078144737,0.0024751853472178174,0.0012251740361864207
Deaths,Middle East & North Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,2000,0.0009758972496241946,0.0011125857101846042,0.0008609447725862984
Deaths,Middle East & North Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,2000,0.0029542583632763283,0.0035146390497835652,0.002050441198040047
Deaths,Middle East & North Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,2000,0.0010088166123210114,0.001153402586625461,0.0008891360354857157
Deaths,Middle East & North Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,2000,0.003259939610171884,0.0038555542647441495,0.002415612238624429
Deaths,Middle East & North Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,2000,0.0009590727370488562,0.0011082344112281599,0.0008367267190300214
Deaths,Middle East & North Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,2000,0.003122669013720468,0.003701505739982015,0.0025062405895996563
Deaths,Middle East & North Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,2000,0.0007851252671464056,0.0009185301270412501,0.0006649009596681601
Deaths,Middle East & North Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,2000,0.0025417039614437104,0.003010040737284,0.002134135511721576
Deaths,Middle East & North Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,2000,0.0004808306555958456,0.0005588228353385105,0.00041663971957914324
Deaths,Middle East & North Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,2000,0.0015790047767780745,0.0018385058611354171,0.0013277959445515935
Deaths,Middle East & North Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,2000,0.000308059405717417,0.00035934793882888783,0.000268068344005641
Deaths,Middle East & North Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,2000,0.0010897356941087521,0.0012810369949864207,0.0009309688068410149
Deaths,Middle East & North Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,2000,0.000215078016705655,0.0002472326575373456,0.00018898111078159027
Deaths,Middle East & North Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,2000,0.0007473808259832983,0.000864873534824988,0.0006358969690319089
Deaths,Middle East & North Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,2000,0.00015285455747168596,0.00017424230722108133,0.0001333501267998125
Deaths,Middle East & North Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,2000,0.00045601742427188484,0.0005333381414741415,0.0003892163380666953
Deaths,Middle East & North Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,2000,0.00011952991576470597,0.0001365732990478668,0.00010460510988442933
Deaths,Middle East & North Africa - WB,Male,25 to 29,Opioid use disorders,Percent,2000,0.014826183458669612,0.01789942394685506,0.012073877069815725
Deaths,Middle East & North Africa - WB,Female,25 to 29,Opioid use disorders,Percent,2000,0.006976990872333118,0.008397771033025926,0.005641838317710464
Deaths,Middle East & North Africa - WB,Male,30 to 34,Opioid use disorders,Percent,2000,0.013416977631273558,0.01583960527546981,0.01104328773873545
Deaths,Middle East & North Africa - WB,Female,30 to 34,Opioid use disorders,Percent,2000,0.006216626239307458,0.007541783905424938,0.0050328943468041145
Deaths,Middle East & North Africa - WB,Male,35 to 39,Opioid use disorders,Percent,2000,0.011225738881903929,0.013121231009997056,0.009249592892343617
Deaths,Middle East & North Africa - WB,Female,35 to 39,Opioid use disorders,Percent,2000,0.004567995132298013,0.005640469159723303,0.003671367234315194
Deaths,Middle East & North Africa - WB,Male,40 to 44,Opioid use disorders,Percent,2000,0.009115623701021112,0.010618389808191398,0.007638035520655271
Deaths,Middle East & North Africa - WB,Female,40 to 44,Opioid use disorders,Percent,2000,0.003217446843205577,0.003924886175094625,0.002641175965070348
Deaths,Middle East & North Africa - WB,Male,45 to 49,Opioid use disorders,Percent,2000,0.004388759891683935,0.005214959327503608,0.003655426789524604
Deaths,Middle East & North Africa - WB,Female,45 to 49,Opioid use disorders,Percent,2000,0.0020999686935940457,0.0027259605877063327,0.0016295367402994177
Deaths,Middle East & North Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2000,0.0022140493966514847,0.0026123534265827396,0.0018448537540054857
Deaths,Middle East & North Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2000,0.0011277371254090273,0.0013498200332798737,0.0009341178089432409
Deaths,Middle East & North Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2000,0.0013176292501042022,0.001555309074536894,0.0011004967600973148
Deaths,Middle East & North Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2000,0.0007455315366953738,0.0009089720464027815,0.0005994801084834224
Deaths,Middle East & North Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2000,0.0008364801886517338,0.0009936213394480167,0.0007141773798164161
Deaths,Middle East & North Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2000,0.00043311565504235746,0.0005355098996989276,0.0003360182681938928
Deaths,Middle East & North Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2000,0.0005059385942651286,0.000615913889987529,0.0004317237117156937
Deaths,Middle East & North Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2000,0.0003824855900442282,0.000469430725304913,0.00030133933571927727
Deaths,Latin America & Caribbean - WB,Male,25 to 29,Alcohol use disorders,Percent,2000,0.012810156747203566,0.01350257114875575,0.011856185555186922
Deaths,Latin America & Caribbean - WB,Female,25 to 29,Alcohol use disorders,Percent,2000,0.0029453683177978794,0.0032095280000826462,0.0026990520435202577
Deaths,Latin America & Caribbean - WB,Male,30 to 34,Alcohol use disorders,Percent,2000,0.02359784693865553,0.024737856687232176,0.022300479884521694
Deaths,Latin America & Caribbean - WB,Female,30 to 34,Alcohol use disorders,Percent,2000,0.005066073257563068,0.005439787411306942,0.004716178432464136
Deaths,Latin America & Caribbean - WB,Male,35 to 39,Alcohol use disorders,Percent,2000,0.031629634352026335,0.03313838584309543,0.029952996608152184
Deaths,Latin America & Caribbean - WB,Female,35 to 39,Alcohol use disorders,Percent,2000,0.0066273036286961726,0.0070335128487751895,0.0061970564809054295
Deaths,Latin America & Caribbean - WB,Male,40 to 44,Alcohol use disorders,Percent,2000,0.034962517283577806,0.03661337443929704,0.03326884817576521
Deaths,Latin America & Caribbean - WB,Female,40 to 44,Alcohol use disorders,Percent,2000,0.006350409977266065,0.006749462604227997,0.005981618733156329
Deaths,Latin America & Caribbean - WB,Male,45 to 49,Alcohol use disorders,Percent,2000,0.03230195913350922,0.03385927890152225,0.03068874699810967
Deaths,Latin America & Caribbean - WB,Female,45 to 49,Alcohol use disorders,Percent,2000,0.00514928435272587,0.005492098583178742,0.004836558132904845
Deaths,Latin America & Caribbean - WB,Male,50 to 54,Alcohol use disorders,Percent,2000,0.02342823178580602,0.0244945755111823,0.022138968507034052
Deaths,Latin America & Caribbean - WB,Female,50 to 54,Alcohol use disorders,Percent,2000,0.0032476615782430418,0.0034361517182207664,0.003063348480451426
Deaths,Latin America & Caribbean - WB,Male,55 to 59,Alcohol use disorders,Percent,2000,0.017917911247861806,0.018666092302452197,0.016960556377321422
Deaths,Latin America & Caribbean - WB,Female,55 to 59,Alcohol use disorders,Percent,2000,0.0023803012181242357,0.002519706893694033,0.0022374533926918434
Deaths,Latin America & Caribbean - WB,Male,60 to 64,Alcohol use disorders,Percent,2000,0.01189444639438048,0.012417338250655633,0.011132501043025371
Deaths,Latin America & Caribbean - WB,Female,60 to 64,Alcohol use disorders,Percent,2000,0.0015789696718880972,0.001684432174427569,0.00148329261239023
Deaths,Latin America & Caribbean - WB,Male,65 to 69,Alcohol use disorders,Percent,2000,0.008188227478787153,0.008551680367978483,0.00762199417316909
Deaths,Latin America & Caribbean - WB,Female,65 to 69,Alcohol use disorders,Percent,2000,0.0010428076742888088,0.0011160013715745248,0.0009750473481344633
Deaths,Latin America & Caribbean - WB,Male,25 to 29,Opioid use disorders,Percent,2000,0.0006294608342642502,0.0007057693998623564,0.0005642665821934179
Deaths,Latin America & Caribbean - WB,Female,25 to 29,Opioid use disorders,Percent,2000,0.00038052951735924627,0.000435628371939764,0.00033640667658103906
Deaths,Latin America & Caribbean - WB,Male,30 to 34,Opioid use disorders,Percent,2000,0.0009513991655867597,0.0010589857426571625,0.0008575057630908413
Deaths,Latin America & Caribbean - WB,Female,30 to 34,Opioid use disorders,Percent,2000,0.00035056833428406386,0.0003919644393189356,0.00031600919339281166
Deaths,Latin America & Caribbean - WB,Male,35 to 39,Opioid use disorders,Percent,2000,0.0008992630872797447,0.0009965813477242447,0.0008146970363327039
Deaths,Latin America & Caribbean - WB,Female,35 to 39,Opioid use disorders,Percent,2000,0.00024071757214455547,0.00027336165016076687,0.0002162108009262392
Deaths,Latin America & Caribbean - WB,Male,40 to 44,Opioid use disorders,Percent,2000,0.0006747697119253965,0.0007481656040385083,0.0006113219611418297
Deaths,Latin America & Caribbean - WB,Female,40 to 44,Opioid use disorders,Percent,2000,0.00018643122668667595,0.0002075151306847749,0.00016817004184634818
Deaths,Latin America & Caribbean - WB,Male,45 to 49,Opioid use disorders,Percent,2000,0.00040501514040983756,0.0004610099267160551,0.00035794523429949954
Deaths,Latin America & Caribbean - WB,Female,45 to 49,Opioid use disorders,Percent,2000,0.0001104309897097856,0.000123761973908775,0.00010005659164983139
Deaths,Latin America & Caribbean - WB,Male,50 to 54,Opioid use disorders,Percent,2000,0.0002496869371083201,0.0002757080550538039,0.00022728122165979796
Deaths,Latin America & Caribbean - WB,Female,50 to 54,Opioid use disorders,Percent,2000,0.00011915533100611367,0.0001315273973359973,0.00010955423741850065
Deaths,Latin America & Caribbean - WB,Male,55 to 59,Opioid use disorders,Percent,2000,0.00015308038151079547,0.00017324104886542357,0.00013546857364204177
Deaths,Latin America & Caribbean - WB,Female,55 to 59,Opioid use disorders,Percent,2000,9.214905497590507e-05,0.00010232732929361212,8.28986715004883e-05
Deaths,Latin America & Caribbean - WB,Male,60 to 64,Opioid use disorders,Percent,2000,0.00011108864332531234,0.00012525782518032894,9.833161007910958e-05
Deaths,Latin America & Caribbean - WB,Female,60 to 64,Opioid use disorders,Percent,2000,6.870342568002318e-05,7.610795921720586e-05,6.270513131426512e-05
Deaths,Latin America & Caribbean - WB,Male,65 to 69,Opioid use disorders,Percent,2000,8.178346054718515e-05,9.353059049757871e-05,7.236905942605956e-05
Deaths,Latin America & Caribbean - WB,Female,65 to 69,Opioid use disorders,Percent,2000,6.847730379832199e-05,7.511043806239718e-05,6.273260930582844e-05
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,1998,0.0013581692815248392,0.0017341808876884172,0.000990399727800879
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,1998,0.0002769053373059835,0.00039154639922275777,0.00019011384299937926
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,1998,0.001534677362833448,0.0020171986539920523,0.0010912075017265883
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,1998,0.0004096830434765008,0.000553994888717533,0.0002962166625429936
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,1998,0.0013915951470067059,0.0018715381715397649,0.0009546517665399838
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,1998,0.000664156620760842,0.000900512662323197,0.0004846074120520115
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,1998,0.0022889078344392757,0.002906878205118224,0.0017080903243152032
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,1998,0.0006464949938785016,0.000826970993348333,0.0005108150239358849
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,1998,0.003638906855867975,0.004436911920393581,0.002882218961073049
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,1998,0.0007653929394044659,0.0009426754969790073,0.0006170085516794466
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,1998,0.0033469575352627614,0.003848273981317143,0.0026606704940033616
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,1998,0.0006877618939373214,0.0008044724898236789,0.0005885720835971871
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,1998,0.0038744193378481484,0.004439381912916552,0.0030105173946099006
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,1998,0.0003850549553072547,0.00044477193563715017,0.0003325372890365136
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,1998,0.002854164355786895,0.003315570943520501,0.002276052777389537
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,1998,0.00035629125084324056,0.0004056004624582642,0.0003124427178931613
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,1998,0.0007302141978341663,0.0008316061052938228,0.0006299058130522252
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,1998,0.0006999115067312279,0.0007964631230855914,0.0006031188498666861
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Opioid use disorders,Percent,1998,0.000634101563527035,0.0008170419974525092,0.0004523758862754283
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Opioid use disorders,Percent,1998,0.00010534660282336667,0.00016316963962061898,6.356296930668506e-05
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Opioid use disorders,Percent,1998,0.0007106984747739435,0.0009391249758296304,0.0004920514274248621
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Opioid use disorders,Percent,1998,0.00013690500087476352,0.00020774507367785983,8.799919971206322e-05
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Opioid use disorders,Percent,1998,0.0006864194939716012,0.0009305031929996179,0.00047244337197087003
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Opioid use disorders,Percent,1998,0.0001305944278487021,0.0001990902689167069,8.264060239350516e-05
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Opioid use disorders,Percent,1998,0.0005503728426213857,0.0007018351710875298,0.00042223607062092863
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Opioid use disorders,Percent,1998,9.687665824881044e-05,0.0001349521365974997,7.003407074411574e-05
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Opioid use disorders,Percent,1998,0.00026320423534794833,0.00032764448700161914,0.00020447531977606286
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Opioid use disorders,Percent,1998,6.98876278032009e-05,0.0001090283893570552,4.732804696002873e-05
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Opioid use disorders,Percent,1998,0.0001806914378385462,0.00021899166762455653,0.000139607780376987
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Opioid use disorders,Percent,1998,9.928209359011526e-05,0.00012628285301241469,7.838481112600581e-05
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Opioid use disorders,Percent,1998,0.0001903474302104005,0.0002290964575288857,0.0001432036526093064
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Opioid use disorders,Percent,1998,4.3439636928516834e-05,5.8714916511627795e-05,3.337225778702584e-05
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Opioid use disorders,Percent,1998,0.00021578157623592973,0.0002650720814604766,0.0001708839656742866
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Opioid use disorders,Percent,1998,3.074911272597039e-05,4.216047562488363e-05,2.25532700068778e-05
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Opioid use disorders,Percent,1998,0.00022137574528270144,0.00027764872606209713,0.000170236534779787
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Opioid use disorders,Percent,1998,3.29310851213136e-05,4.343729293562958e-05,2.5121268618457412e-05
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,2000,0.0013228902949710519,0.0016799641867705905,0.0009764662811223047
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,2000,0.0002655267444292279,0.00037613594610147894,0.00018079333194879877
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,2000,0.0014586016520958258,0.0019235120098859988,0.001036841607122256
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,2000,0.0003849032037736365,0.0005252942252046059,0.0002796219918947702
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,2000,0.0012638730893616704,0.0017432373757135643,0.0008691573305367595
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,2000,0.0006042772212253028,0.0008258791104973261,0.0004390503379069714
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,2000,0.0020487870682006854,0.0026097435477040977,0.0015623559046698992
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,2000,0.0005842715171240432,0.000741864334628491,0.0004697562486646402
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,2000,0.0032979776035201194,0.004028991408837725,0.0026218156967597883
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,2000,0.0006778756088141378,0.000840017778475277,0.0005309913824683765
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,2000,0.0031722469103198335,0.003673226628131288,0.002585113220316646
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,2000,0.0006409780464638294,0.0007475573907513798,0.000548340679808621
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,2000,0.0037484642130856606,0.004281609724463205,0.0029591633409290757
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,2000,0.0003415071175890237,0.00039715896475753064,0.00029617915293474233
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,2000,0.0027967184662587735,0.003281443125911448,0.0022478525374414857
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,2000,0.0003441746736285391,0.00039149293225593067,0.0003048240266688817
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,2000,0.0006988911508440794,0.0008227380217056582,0.0006031027950182664
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,2000,0.0006865786503818811,0.0007843830795994394,0.0005909386382379176
Deaths,North America,Male,25 to 29,Alcohol use disorders,Percent,2000,0.01037229045257588,0.011034877081197476,0.009668998115650324
Deaths,North America,Female,25 to 29,Alcohol use disorders,Percent,2000,0.007235360477310462,0.007807706129049719,0.006728337321510125
Deaths,North America,Male,30 to 34,Alcohol use disorders,Percent,2000,0.017381309826392976,0.0183981413211311,0.01626515713215081
Deaths,North America,Female,30 to 34,Alcohol use disorders,Percent,2000,0.012207953751152594,0.013016193358856686,0.011497590551151975
Deaths,North America,Male,35 to 39,Alcohol use disorders,Percent,2000,0.02427984648517391,0.025513355076139735,0.02309673863572523
Deaths,North America,Female,35 to 39,Alcohol use disorders,Percent,2000,0.01542375105893936,0.016230780354562914,0.014588781840489614
Deaths,North America,Male,40 to 44,Alcohol use disorders,Percent,2000,0.027356519615396,0.02863917583419821,0.026173047511778243
Deaths,North America,Female,40 to 44,Alcohol use disorders,Percent,2000,0.015556080686307929,0.01642927127210927,0.014752683136762968
Deaths,North America,Male,45 to 49,Alcohol use disorders,Percent,2000,0.025315708878052897,0.026462930438830294,0.024182203943465506
Deaths,North America,Female,45 to 49,Alcohol use disorders,Percent,2000,0.013048815292580633,0.01380735718220987,0.012359516779713312
Deaths,North America,Male,50 to 54,Alcohol use disorders,Percent,2000,0.0172165480871213,0.017897159616246987,0.016554407532395208
Deaths,North America,Female,50 to 54,Alcohol use disorders,Percent,2000,0.007520981784270988,0.007889621310150674,0.007127550703583686
Deaths,North America,Male,55 to 59,Alcohol use disorders,Percent,2000,0.011514862942503297,0.011912389667601225,0.01111502169439309
Deaths,North America,Female,55 to 59,Alcohol use disorders,Percent,2000,0.004634596504085922,0.004845933017138472,0.004408081765233872
Deaths,North America,Male,60 to 64,Alcohol use disorders,Percent,2000,0.007636385284667579,0.007926998615964733,0.0073395752738927055
Deaths,North America,Female,60 to 64,Alcohol use disorders,Percent,2000,0.0028017045819744377,0.0029484479828359484,0.0026589149986281303
Deaths,North America,Male,65 to 69,Alcohol use disorders,Percent,2000,0.004767422941301306,0.004967966632997663,0.00458620592230217
Deaths,North America,Female,65 to 69,Alcohol use disorders,Percent,2000,0.0016846823240389231,0.0017862943522355967,0.0015841068538518931
Deaths,North America,Male,25 to 29,Opioid use disorders,Percent,2000,0.062020019795703984,0.06773999803294353,0.057540113281497246
Deaths,North America,Female,25 to 29,Opioid use disorders,Percent,2000,0.04489840375487681,0.048126730814080504,0.041794681318642404
Deaths,North America,Male,30 to 34,Opioid use disorders,Percent,2000,0.05854052626524014,0.0636018733724283,0.054249017527075255
Deaths,North America,Female,30 to 34,Opioid use disorders,Percent,2000,0.043128314919317214,0.04553628230819164,0.0408137123422912
Deaths,North America,Male,35 to 39,Opioid use disorders,Percent,2000,0.054081159409552756,0.058046442178729535,0.050276070383913816
Deaths,North America,Female,35 to 39,Opioid use disorders,Percent,2000,0.03963860717753546,0.042347588136064394,0.037116545158854014
Deaths,North America,Male,40 to 44,Opioid use disorders,Percent,2000,0.043617535487312786,0.047045511092227134,0.04041393985520274
Deaths,North America,Female,40 to 44,Opioid use disorders,Percent,2000,0.029222688139425135,0.03131220484744579,0.027255239997954733
Deaths,North America,Male,45 to 49,Opioid use disorders,Percent,2000,0.025273088573326243,0.02779160075513705,0.02291564357087852
Deaths,North America,Female,45 to 49,Opioid use disorders,Percent,2000,0.0168118731225984,0.01824715757857325,0.015618621619886695
Deaths,North America,Male,50 to 54,Opioid use disorders,Percent,2000,0.00939741377810082,0.0102011330332526,0.008677104080123782
Deaths,North America,Female,50 to 54,Opioid use disorders,Percent,2000,0.007887205734269683,0.008466180441080369,0.007366429974594082
Deaths,North America,Male,55 to 59,Opioid use disorders,Percent,2000,0.003544179607359791,0.0039131871891015845,0.0032221680515969113
Deaths,North America,Female,55 to 59,Opioid use disorders,Percent,2000,0.0034413146416611153,0.0037134112019897116,0.0031748338879713867
Deaths,North America,Male,60 to 64,Opioid use disorders,Percent,2000,0.001255470262056231,0.0013767767070980658,0.0011480256791092998
Deaths,North America,Female,60 to 64,Opioid use disorders,Percent,2000,0.0014245451509782377,0.001538280014813109,0.0013281241341671578
Deaths,North America,Male,65 to 69,Opioid use disorders,Percent,2000,0.0005748956491215353,0.0006185600724370225,0.0005356365401289252
Deaths,North America,Female,65 to 69,Opioid use disorders,Percent,2000,0.0007494288831848525,0.0007933812864795422,0.0007070266918743901
Deaths,Europe & Central Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,2001,0.040750171806200025,0.042384719725688254,0.03931296596316149
Deaths,Europe & Central Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,2001,0.02730339511990434,0.028824308426974934,0.025953145453383373
Deaths,Europe & Central Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,2001,0.055203852137184636,0.05721067176691333,0.053249844394684935
Deaths,Europe & Central Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,2001,0.034966725537650595,0.03640668253329292,0.03365937493674153
Deaths,Europe & Central Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,2001,0.06365719117824166,0.06574705751642423,0.06181401954130443
Deaths,Europe & Central Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,2001,0.03998077425519727,0.04134398241161575,0.0385330889176977
Deaths,Europe & Central Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,2001,0.06578133025838871,0.06787440511411974,0.06396877464289172
Deaths,Europe & Central Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,2001,0.04118137825146424,0.04253233882946971,0.0396336729216925
Deaths,Europe & Central Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,2001,0.05488282872883818,0.056692112508168246,0.05338420764811199
Deaths,Europe & Central Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,2001,0.03495521761692712,0.036224525116374695,0.03376747813962226
Deaths,Europe & Central Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,2001,0.04003002787959475,0.04111794055942119,0.03903295703358816
Deaths,Europe & Central Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,2001,0.026612930264802426,0.02741811038780004,0.02592485880263775
Deaths,Europe & Central Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,2001,0.02409378239690962,0.02481167264481763,0.0234708098150608
Deaths,Europe & Central Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,2001,0.016729959151867556,0.017312602007290852,0.01622053226168947
